,epoch,client_0_loss,client_0_acc,client_1_loss,client_1_acc,client_2_loss,client_2_acc,client_3_loss,client_3_acc,client_4_loss,client_4_acc,client_5_loss,client_5_acc,client_6_loss,client_6_acc,client_7_loss,client_7_acc,client_8_loss,client_8_acc,client_9_loss,client_9_acc
0,0,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
1,1,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
2,2,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
3,3,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
4,4,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
5,5,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
6,6,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
7,7,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
8,8,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
9,9,1.0069438991851585,0.7460876937984495,0.6498861375326168,0.8461452095808384,1.0692352084355934,0.7287136053199138,0.743386289641901,0.8356731149811993,0.7185986836751302,0.8498402936689551,0.5791236668443068,0.8896233974358975,0.7607518038349951,0.8410006909258406,0.6907770672643726,0.8379498106060606,0.6248962513564789,0.8791881443298969,0.7956115029476307,0.8188712522045856
